instance,precedence_encoding,precedence_graph,precedence_configuration,solver,objective,domain_mode,basic,imp1,imp2,imp12,imp12+,n/a
tic-12crafc.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,11.5 0
tic-13.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,8.5 0
tic-13.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,24.1 0
tic-13crafb.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,6.6 0
tic-13crafb.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,38.6 0
tic-13crafc.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,1.8 1
tic-13crafc.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,4.1 1
tic-14crafa.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,1146.4 0
tic-14crafa.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,83.7 0
tic-14crafc.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,29.9 0
tic-14crafc.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,82.9 0
tic-14crafd.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,97.0 0
tic-14crafd.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,47.0 0
ticf-13crafa.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,10.1 0
ticf-13crafa.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,UNSAT
ticf-13crafb.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,UNSAT
ticf-13crafb.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,UNSAT
ticf-13crafc.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,12.6 0
ticf-13crafc.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,UNSAT
ticf-14crafa.prec15,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,579.9 0
ticf-14crafa.prec25,native_linear,distance_closure,native_linear+distance_closure,gurobi_mip,IdleRange(P*),reduced,-,-,-,-,-,UNSAT
